1,1,pli,1,CHART NO. 1
316,262B,pli,262B,BALI-PANTAI TENGGARA
317,263,pli,263R1#263R2#263R3#263R4,ALUR MASUK UTARA SELAT ALAS#LOMBOK-PANTAI TIMUR
318,264,pli,264R1#264R3#264R2#264R4,TELUK SUMBAWA#TELUK SANGGAR (DOMPO)#PULAU MEDANG#TELUK BIMA
319,265,pli,265R1#265R2#265R3#265R4,TELUK LAMPUI
320,266,pli,266R1#266R2,TELUK SALEH BAGIAN BARAT#TELUK SALEH BAGIAN TIMUR
321,267,pli,267,NUSATENGGARA
322,268,pli,268R1#268R2#268R3#268R4,SUMBAWA-PANTAI TIMUR
323,269,pli,269R1#269R2#269R3#269R5#269R4,PULAU GELINTA#PULAU AIMERE#PELABUHAN IPI DAN PELABUHAN ENDE#TEMPAT-TEMPAT BERLABUH DEKAT LELA DAN SIKA BESAR#TELUK ENDE DAN TELUK IPI
324,270,pli,270R1#270R3#270R2#270R4,NUMFOOR
325,271,pli,271R1#271R3#271R4#271R2,SUNGAI BULAKA#SUNGAI BIAN#SUNGAI BIAN#SUNGAI BIAN
326,272,pli,272R2#272R1#272R3,MUARA SUNGAI KUMBE#SUNGAI KUMBE#SUNGAI KUMBE
327,273,pli,273,PAPUA-PANTAI SELATAN
328,274,pli,274#274R1,PULAU-PULAU MALUKU
329,275,pli,275R1#275R2#275R4#275#275R3,TELUK SANANA#SELAT LIFUMATOLA#SELAT CAPALULU AND TELUK VESUVIUS#LAUT MALUKU
330,276,pli,276R1#276R2#276R3#276R4#276R5#276R6,SIMEULUE-PANTAI BARAT
331,277,pli,277R1#277#277R2,TELUK SILABULABU#SUMATERA-PANTAI BARAT
332,278,pli,278R1#278R2#278R3#278R4#278R5#278R6#278R7#278R8#278R9#278R10#278R11,PULAU SIBERUT-EAST COAST
333,278A,pli,278A,SUMATERA-WEST COAST
334,279,pli,279R6#279R13#279R2#279R7#279R8#279R9#279R10#279R12#279R3#279R4#279R5#279R11#279R1,PELABUHAN TELUKBAYUR#PELABUHAN TELUKKABUNG#TELUK TARUSAN#TELUK BENGKUNAT#TELUK BALIMBING#TELUK KRUI#TELUK KRUI#TELUK PAINAN#TELUK SAMBAT (PELABUHAN BINTUHAN)#PELABUHAN MANA#TELUK LABUHANTAPOKAN#TELUK LABUHANSIGING#TELUK BAYUR DAN TELUK BUNGUS
335,280,pli,280R2#280R1#280,LAMPA STRAIT#LAUT ISLAND
336,281,pli,281#281R1,LAUT NATUNA
337,282,pli,282,KALIMANTAN-WEST COAST
338,283,pli,283,KALIMANTAN-PANTAI BARAT
339,284,pli,284R1#284,PART OF LIDA RIVER
340,284A,pli,284A,KALIMANTAN-WEST COAST
341,284B,pli,284B R1#284B R3#284B R2#284B,KALIMANTAN BARAT
342,285,pli,285,KALIMANTAN-PANTAI BARAT
343,286,pli,286,KALIMANTAN-PANTAI BARAT
344,287,pli,287,KALIMANTAN-PANTAI SELATAN
345,288,pli,288,KALIMANTAN-PANTAI SELATAN
346,289,pli,289,KALIMANTAN-SOUTH COAST
347,290,pli,290R1#290,SELAT BALI (BAGIAN UTARA)#NUSA TENGGARA
348,291,pli,291,NUSA TENGGARA
349,292,pli,292R3#292R1#292R2#292,AMPENAN HARBOUR#TELUK LEMBAR#TELUK KOMBAL#TANJUNG TAMBERAN TO TANJUNG PAPAK
350,293,pli,293,NUSATENGGARA
351,293A,pli,293A#293A R1,NUSATENGGARA
352,294,pli,294,NUSATENGGARA
353,295,pli,295,NUSATENGGARA
354,296,pli,296#296R1,NUSATENGGARA
355,297,pli,297#297R1,NUSATENGGARA
356,298,pli,298,NUSATENGGARA
357,299,pli,299,NUSATENGGARA
358,300,pli,300,NUSATENGGARA
359,301,pli,301,NUSATENGGARA
360,302,pli,302R8#302R1#302R2#302R3#302R4#302R5#302R7#302R6,SELAT LARANTUKA
361,303,pli,303R2#303R3#303R1#303,SUMBA-SOUTH COAST
362,304,pli,304R1#304R2#304R3#304R4#304R5#304R6,SUMBA-NORTH COAST
363,305,pli,305R2#305R3#305R1#305,MUARA SUNGAI PAGUYAMA#PELABUHAN GORONTALO#PULAU-PULAU TOGIAN
364,306,pli,306R1#306R2#306R3#306R4#306R5#306,PELABUHAN TINOMBO#TELUK SILABIA#PELABUHAN SIDOAN#PELABUHAN MANINILI#PELABUHAN LABUAN DAN BUOL#SULAWESI-PANTAI TIMUR
365,307,pli,307R1#307R2#307R3#307R4#307,TELUK TAMBU#AMPIBABO HARBOUR#PARIGI HARBOUR#BANANO HARBOUR#SULAWESI-EAST COAST
366,308,pli,308R2#308R4#308R5#308R1#308R3#308,PELABUHAN SABO#PELABUHAN BALINGARA#PELABUHAN TABELOMBANGI#PELABUHAN TOJO#PELABUHAN BUNTA#SULAWESI-PANTAI TIMUR
367,309,pli,309R1#309R2#309R5#309R4#309#309R3,ANCHOR BERTHS WALEA STRAIT EAST#PULUAMPAT HARBOUR#LUWUK PORT#PAGIMANA HARBOUR#SULAWESI-EAST COAST
368,310,pli,310,SULAWESI-PANTAI TIMUR
369,310A,pli,310A R3#310A R1#310A R2#310A,SULAWESI-PANTAI TIMUR
370,311,pli,311R1#311R2#311#311R3,TELUK BANGGAI DAN ALUR PELAYARAN TIMUR TOULAN#ALUR PELAYARAN ANTARA PULAU BOKAN BESAR DAN PULAU BOKAN KECIL#SULAWESI-PANTAI TIMUR
371,312,pli,312R1#312,PULAU TERANGAN-WEST COAST
372,313,pli,313R1#313,PELABUHAN BUNGKU#SULAWESI-PANTAI TIMUR
373,314,pli,314R1#314,MANUI
374,315,pli,315,SULAWESI-PANTAI TENGGARA
375,316,pli,316,SULAWESI-PANTAI TENGGARA
376,317,pli,317,SOUTHEAST SULAWESI-COAST
377,318,pli,318,SULAWESI-SOUTH COAST
378,319,pli,319R4#319R1#319R2#319R3#319,TELUK LABUANDATA#ANCHORAGE ON SUNGAI WOTU#TELUK USSU AND SUNGAI MALILI#TELUK LAOLI TELUK PAUSU#SULAWESI-TELUK BONE
379,319A,pli,319A#319A R1,SULAWESI-SOUTH COAST
380,319B,pli,319B#319B R1,SULAWESI-SOUTH COAST
381,320,pli,320R1#320,PELABUHAN SEBA#NUSA TENGGARA
382,321,pli,321,NUSA TENGGARA
383,322,pli,322R1#322R2#322R3#322R4#322,ROTE-PANTAI BARAT LAUT
384,323,pli,323R2#323R3#323R1#323,TIMOR-PANTAI BARAT
385,324,pli,324R3#324R1#324R4#324R2#324R5,SULAWES-EAST COAST
386,325,pli,325R1#325R3#325R5#325R6#325R4#325R2,NUSATENGGARA-PULAU SUMBAWA
387,326,pli,326R1#326R2#326R3#326R4#326R5#326R6#326R7#326R8#326R9#326R10#326R11#326R12#326R13,TELUK LAMALA#SUNGAI LA#ONDOLEAN HARBOUR#TELUK ARJUNO#TELUK NONAPETONG#MONDONO#BELANTA#SUNGAI BAYOLI#DONGI#LUK HARBOUR#LUWUK HARBOUR#KINTONG#TANGKIANG
388,326A,pli,326A#326A R1,SULAWESI TENGAH
389,327,pli,327#327R1,TELUK BONE-WEST PART PALOPO TO KARANGKARANGAN#PALOPO
390,328,pli,328R1#328R2#328R3#328,PELABUHAN KALBANO#TELUK NOILMINA#SUNGAI MOTAWEDELIEK#NUSA TENGGARA
391,329,pli,329R1#329R2#329R3#329R4#329,PELABUHAN SAENAMO (LORE)#TIMOR-PANTAI SELATAN
392,330,pli,330R1#330R2#330R3#330R4,MUARA SUNGAI KOTAWARINGIN#SUNGAI KOTA WARINGIN DAN SUNGAI ARUT HINGGA PANGKALAN BUN#SUNGAI LAMANDAU HINGGA KOTAWARINGIN LAMA#MUARA SUNGAI JELAI
393,331,pli,331,LAUT NATUNA
394,331B,pli,,INDONESIA SELAT LAMPA PULAU BURUNG TO TANJUNG SILEMUT
395,331A,pli,331A R1#331A,PORT OF SEDANAU#NATUNA SEA
396,332,pli,332R2#332R1#332R3#332R4,NORTH NATUNA ISLANDS
397,333,pli,333R1#333R2#333R3,PULAU-PULAU SUBI BESAR DAN PULAU-PULAU SEKITARNYA#PULAU SERASAN
398,334,pli,334#334R1,SUNGAI PALOH#MUARA SUNGAI KANDANGKERBAU DAN SUNGAI KETAPANG
399,335,pli,335R3#335R4#335R6#335R5#335R8#335R13#335R2#335R7#335R10#335R1#335R9#335R11#335R12,PULAU TOKONGKEMUDI#PULAU DUMDUM#PULAU TOKONGUWI#PULAU MANDARIKI#PULAU TOKONGMENGGIRANG#PULAU PENGIKIK BESAR AND PULAU PENGIKIK KECIL#PULAU MURI#PULAU TOKONGBELAYAR#TELUK TAMBELAN#PULAU MIDAI#PULAU-PULAU TAMBELAN#PULAU-PULAU BADAS (WATAS)#PULAU PEJANTAN
400,336,pli,336R7#336R2#336R6#336R8#336R1#336R3#336R4#336R5#336R9,PELABUHAN PONTIANAK#MUARA SUNGAI KAPUAS KECIL
401,337,pli,337R2#337R3#337R4#337R1,KALIMANTAN-PANTAI SELATAN
402,338,pli,338R1#338R4#338R2#338R3,KALIMANTAN-PANTAI SELATAN
403,339,pli,339#339R2#339R1,KALIMANTA-PANTAI SELATAN
404,340,pli,340#340R1,KALIMANTAN-SOUTH COAST
405,341,pli,341R1#341,PORT OF KUALATANJUNG#EASTERN COAST-SUMATERA
406,342,pli,342Ra#342Rb#342R1,SULAWESI-PANTAI UTARA
407,343,pli,343R1#343R2#343R3#343,TELUK KWANDANG HINGGA TANJUNG BINTA#PULAU-PULAU TIGA#ALUR PELAYARAN KE BOLAANGMONGONDOU#TELUK KWANDANG HINGGA TANJUNG MARIRI
408,344,pli,344,SULAWESI-NORTH COAST AND NORTHEAST COAST
409,344A,pli,344A R1#344A#344A R2,MANADO HARBOUR#NORTH COAST-SULAWESI
410,344B,pli,344B,SULAWESI-NORTH COAST
411,344C,pli,344C,SULAWESI-NORTH COAST
412,344D,pli,344D,SULAWESI-NORTH COAST
413,345,pli,345R5#345R4#345R3#345R2#345R6#345R1,FLORES-PANTAI UTARA
414,346,pli,346R3#346R4#346R5#346R6#346R1#346R2,PANTAI UTARA FLORES
415,347,pli,347,SELAT SINGAPURA
416,348,pli,348,SELAT SINGAPORE
417,349,pli,349,SELAT SINGAPORE
418,350,pli,350,SELAT MALAKA
419,351,pli,351,MALAKA STRAIT
420,352,pli,352,SELAT SINGAPURA
421,353,pli,353,SUMATERA BAGIAN UTARA
422,354,pli,354,LAUT NATUNA UTARA
423,355,pli,355,LAUT CINA SELATAN
424,356,pli,356,LAUT SULAWESI
425,356A,pli,356A,LAUT SULAWESI
426,357,pli,357,PACIFIC OCEAN
427,358,pli,358,SAMUDERA PASIFIK
428,359,pli,359,SAMUDERA HINDIA
429,360,pli,360,MALAKA STRAIT
430,361,pli,361,KALIMANTAN EAST COAST AND SOUTH COAST
431,361A,pli,361A,LAUT JAWA DAN SELAT MAKASAR
432,362,pli,362,SULAWESI-PANTAI TIMUR
433,363,pli,363,LAUT BANDA
434,364,pli,364,SAMUDERA HINDIA
435,365,pli,365,SAMUDERA HINDIA
436,366,pli,366,BALI SEA AND FLORES SEA TO SAWU SEA AND INDIAN OCEAN
437,367,pli,367,LAUT SAWU AND LAUT TIMOR TO LAUT ARAFURU AND LAUT BANDA
438,368,pli,368,LAUT ARAFURU
439,369,pli,369R1#369R3#369R2#369R4,PULAU KISAR HARBOUR#LAGA#MAUBARA#LAUTEM
440,370,pli,370,SULAWESI-SOUTH EAST COAST
441,371,pli,371R1#371R2#371R4#371R3#371R6#371R7#371R9#371R8#371R5,ANCHORAGE AREA AROUND WANGIWANGI#ENTRANCE TO KAPOTTA REEF#ANCHORAGE AREA BETWEEN KALEDUPA AND HOGA#BINONGKO COAST NORTHEAST
442,372,pli,372,LAUT FLORES
443,373,pli,373R8#373R2#373R9#373R6#373R5#373R7#373R1#373R4#373R3,PULAU KAKABIA#PULAU-PULAU TAKABONERATE
444,374,pli,374,FLORES SEA TENGAH ISLANDS AND SABALANA ISLANDS
445,375,pli,375R1#375R2#375R3#375R4#375R5#375,PANTAI BARAT KISAR
446,376,pli,376R2#376R3#376R1#376R4#376R5#376R6#376R7#376,ALOR - PANTAI BARAT LAUT
447,377,pli,377R1#377R11#377R12#377R5#377R13#377R7#377R2#377R3#377R4#377R6#377R10#377R A#377R9#377R C#377R8#377R B,PULAU DAMAR
448,378,pli,378R1#378R2#378R3#378,PULAU TIMOR-PANTAI UTARA
449,379,pli,379R1#379R2#379R3#379R4#379R5#379R6,PAPUA-NORTH COAST
450,380,pli,380R1#380R2#380R5#380R3#380R4,TABELO
451,381,pli,381R5#381R1#381R2#381R3#381R4,TIMOR-PANTAI UTARA
452,382,pli,382R1#382,SAUMLAKI#TANIMBARS ISLANDS
453,383,pli,383R1#383,PULAU YAMDENA-NORTHWEST COAST
454,385,pli,385R2#385R3#385R4#385#385R1,TERNATE PORTS#TIDORE HARBOUR#JAILOLO HARBOUR#PULAU HALMAHERA-WEST COAST
455,386,pli,386,HALMAHERA UTARA DAN MOROTAI
456,387,pli,387R2#387R3#387R4#387R5#387R7#387R1#387R8#387R9#387#387R6,TELUK BOBANE#AKESELAKA HARBOUR#ANCHOR BERTHS TIFONIS AND DOROSAGO#BULI HARBOUR#CHANNEL AROUND ENGLAND#KAU HARBOUR#HALMAHERA-TANJUNG SIBURU#HALMAHERA-TANJUNG GURUA#PULAU HALMAHERA-EAST COAST
457,388,pli,388R1#388R2#388R3#388R4#388R5#388R6#388R7#388,TELUK KOKKA#PELABUHAN FOYA#PELABUHAN WEDA#PELABUHAN PATANI (GAMSUNGI)#PELABUHAN MESA#PELABUHAN GEBE#ALUR PELAYARAN DEKAT ENGLAND#PULAU HALMAHERA-PANTAI TIMUR
458,389,pli,389R1#389R6#389R2#389R3#389R4#389R5#389R7#389R8#389R9#389,PULAU-PULAU GURA ICI
459,390,pli,390R1#390R2#390,OBIMAYOR-PANTAI UTARA
460,391,pli,391R1#391R4#391R5#391R6#391R7#391R8#391R9#391R10#391R11#391R2#391R3,MOROTAI-PANTAI BARAT
461,391A,pli,391A#391A R1,PASSAGE WESTERN PART MOROTAI#TILEY HARBOUR
462,391B,pli,391B,MOROTAI - WEST COAST
463,392,pli,392R2#392R1#392,PELABUHAN LABUHA#ALUR PELAYARAN MASUK SEBELAH SELATAN SELAT SEMBAKI#HALMAHERA-PANTAI BARAT
464,393,pli,393R1#393R2#393R3#393R4#393R5,PULAU-PULAU BANGGAI
465,394,pli,394R1#394R3#394R4#394R2,AMPANA#WAKAI#KALABAHI#LARAT
466,395,pli,395R2#395R4#395R5#395R6#395R1#395R3,KALIMANTAN-PANTAI TIMUR
467,396,pli,396R1#396,ALUR PELAYARAN SUNGAI SATUI#KALIMANTAN-PANTAI TENGGARA
468,397,pli,397R1#397R4#397R2#397R3#397R5#397R6#397R7#397,TELUK TIFU#PELABUHAN NAMLEA#PELABUHAN JIKUMERASA#PULAU MANIPA
469,398,pli,398R1#398R3#398R4#398R5#398R7#398R6#398R8#398R2#398,LOBANG HAYA#PAONI HARBOUR#TELUK KOTANIA#TELUK SAWAI AND TELUK BESI#SAPARUA HARBOUR#ASAUDI HARBOUR#PIRU HARBOUR#LOKI HARBOUR#PULAU-PULAU MALUKU
470,398A,pli,398A R1#398A,PELABUHAN AMAHAI#PULAU-PULAU MALUKU
471,399,pli,399R2#399R3#399R4#399R5#399R6#399R8#399R9#399R11#399R12#399R13#399R1#399R10#399#399R7,SERAM-PANTAI SELATAN
472,399A,pli,399A R1#399A R2#399A,ALUR PELAYARAN WAIHUL#PELABUHAN KHUSUS WAIHUL#PULAU SERAM
473,400,pli,400R4#400R1#400R2#400R3,PELABUHAN PERTAMINA GUNUNGSITOLI#ALUR PELAYARAN SUNGAI KUMAI
474,401,pli,401R2#401R4#401R1#401R3,LAUT NATUNA
475,402,pli,402,LAUT HALMAHERA DAN PAPUA-PANTAI BARAT LAUT
476,403,pli,403R2#403R1#403,TUFURE#MAYAU#LAUT MALUKU BAGIAN UTARA
477,404,pli,404,MALUKU SEA SOUTHERN PORTION
478,405,pli,405,MALUKU-LAUT BANDA
479,406,pli,406,SERAM
480,407,pli,407,PULAU-PULAU KAI AND PULAU-PULAU ARU
481,408,pli,408,PULAU-PULAU SERMATA DAN PULAU-PULAU TANIMBAR
482,409KK,pli,409KK,PELABUHAN SUNDAKELAPA DAN DERMAGA MARINA
483,410KK,pli,410KK,PULAU-PULAU SERIBU
484,411KK,pli,411KK,TELUK JAKARTA
485,412KK,pli,412KK,PULAU-PULAU SERIBU
486,413KK,pli,413KK,PULAU-PULAU SERIBU
487,414KK,pli,414KK,PULAU-PULAU SERIBU
488,415KK,pli,415KK,PULAU-PULAU SERIBU
489,416KK,pli,416KK,PULAU-PULAU SERIBU
490,417KK,pli,417KK,PULAU-PULAU SERIBU
491,425,pli,425,JAVA SEA
492,490,pli,,
493,508,pli,508,IRIANJAYA (PAPUA)-PANTAI BARAT DAYA
494,509,pli,509,LAUT JAWA
495,510,pli,510,SELAT MAKASSAR
496,511,pli,511,SELAT MAKASSAR
497,512,pli,512,LAUT HALMAHERA
498,513,pli,513,JAWA-NORTH COAST
499,514,pli,514,JAWA-NORTH COAST
500,515,pli,515,KALIMANTAN-SOUTH COAST
501,516,pli,516,JAWA-NORTH COAST
502,517,pli,517,JAWA-NORTH COAST
503,518,pli,518,JAWA-NORTH COAST
504,522,pli,522R1#522R2#522R3#522R4#522,DERMAGA TIGARAS#DERMAGA SIMANINDO#DERMAGA TOMOK#PARAPAT#SUMATERA UTARA
505,523,pli,523R1#523R2#523R3#523R4#523,PELABUHAN PENYEBRANGAN SIPINGGAN#PELABUHAN PENYEBRANGAN ONAN RUNGGU#PELABUHAN PENYEBRANGAN BALIGE#PELABUHAN PENYEBRANGAN MUARA#SUMATERA UTARA
506,524,pli,524R1#524R2#524R3#524,BAHADOPI PORT#TELUK TALOWA
507,525,pli,525,SUMATERA-SOUTH COAST
508,526,pli,526#526R1,SULAWESI-EAST COAST
509,527,pli,527R1#527R2#527R4#527R3#527,TAWIRI HARBOUR#PERTAMINA HARBOUR WAYAME#IRIAN WHARF#YOS SUDARSO PORT#TELUK AMBON TO TELUK HALONG
510,528,pli,528,LAUT JAWA
511,529,pli,529,LAUT JAWA
512,531,pli,531R2#531R1,KIJING PORT#KALIMANTAN-WEST COAST
513,532,pli,532R1#532,LEWOLEBA HARBOUR#NUSA TENGGARA
514,533,pli,533#533R1,SULAWESI-SOUTH COAST
515,534,pli,534R1#534,MOORING FACILITY
516,539,pli,539,Indonesia. Sulawesi. East Coast. MOROWALI IMIP-INDONESIA MOROWALI INDUSTRIAL PARK
517,539A,pli,539A,INDONESIA. SULAWESI-EAST COAST. MOROWALI UTARA. TANAUGE TO TANJUNG MERPATI
518,540,pli,540,INDONESIA
519,542,pli,542,Indonesia. Kalimantan Timur. Channel Passage to IKN (Pulau Kwangan to Pulau Mentari)
520,INDEX T,pli,,
521,INDEX B,pli,,
522,_002,pli,,
523,_005,pli,,
524,ID2795,pli,,
525,ID2796,pli,,
526,ID2797,pli,,
527,ID2862,pli,,
528,ID2868,pli,,
529,ID2869,pli,,
530,ID2870,pli,,
531,ID2872,pli,,
532,ID2873,pli,,
533,ID2874,pli,,
534,ID2876,pli,,
535,ID2877,pli,,
536,ID2892,pli,,
537,ID2893,pli,,
538,ID2894,pli,,
539,ID2903,pli,,
540,ID2908,pli,,
541,ID2909,pli,,
542,ID2910,pli,,
543,ID2911,pli,,
544,ID2915,pli,,
545,ID2916,pli,,
546,ID2936,pli,,
547,ID2941,pli,,
548,ID2948,pli,,
549,ID2952,pli,,
550,ID2953,pli,,
551,ID2954,pli,,
552,ID2992,pli,,
553,ID3749,pli,,
554,ID3751,pli,,
555,PWY 1,pli,,
556,PWY 2,pli,,
557,PWY 3,pli,,
558,PWY 4,pli,,
559,PWY 5,pli,,
560,PWY 6,pli,,
561,PWY 7,pli,,
562,PWY 8,pli,,
563,PWY 9,pli,,
564,PWY 10,pli,,
565,PWY 11,pli,,
566,PWY 12,pli,,
567,PWY 13,pli,,
568,PWY 14,pli,,
569,PWY 15,pli,,
570,GEBCO-224,pli,,
571,GEBCO-225,pli,,
572,GEBCO-226,pli,,
573,GEBCO-227,pli,,
574,GEBCO-254,pli,,
575,GEBCO-255,pli,,
576,GEBCO-256,pli,,
577,GEBCO-257,pli,,
578,GEBCO-258,pli,,
579,GEBCO-285,pli,,
580,GEBCO-286,pli,,
581,GEBCO-287,pli,,
582,GEBCO-288,pli,,
583,GEBCO-289,pli,,
584,BP-420,pli,,
585,BP-421,pli,,
586,BP-422,pli,,
587,BP-423,pli,,
588,BP-424,pli,,
589,BP-426,pli,,
590,BP-427,pli,,
591,BP-428,pli,,
592,BP-430,pli,,
593,BP-431,pli,,
594,BP-432,pli,,
595,BP-433,pli,,
596,BP-434,pli,,
597,BP-435,pli,,
598,BP-436,pli,,
599,BP-437,pli,,
600,BP-438,pli,,
601,BP-439,pli,,
602,BP-440,pli,,
603,BP-441,pli,,
604,BP-442,pli,,
605,BP-443,pli,,
606,BP-444,pli,,
607,BP-445,pli,,
608,BP-446,pli,,
609,BP-447,pli,,
610,BP-448,pli,,
611,BP-449,pli,,
612,BP-450,pli,,
613,BP-451,pli,,
614,BP-452,pli,,
615,BP-453,pli,,
616,BP-454,pli,,
617,BP-455,pli,,
618,BP-456,pli,,
619,BP-457,pli,,
620,BP-458,pli,,
621,BP-459,pli,,
622,BP-459A,pli,,PETA GARIS PANGKAL WILAYAH NUSA TENGGARA TIMUR
623,BP-460,pli,,
624,BP-461,pli,,
625,BP-462,pli,,
626,BP-463,pli,,
627,BP-464,pli,,
628,BP-465,pli,,
629,BP-466,pli,,
630,BP-467,pli,,
631,BP-468,pli,,
632,BP-469,pli,,
633,BP-470,pli,,
634,BP-471,pli,,
635,BP-472,pli,,
636,BP-473,pli,,
637,BP-474,pli,,
638,BP-475,pli,,
639,BP-476,pli,,
640,BP-477,pli,,
641,BP-478,pli,,
642,BP-479,pli,,
643,BP-480,pli,,
644,BP-481,pli,,
645,BP-482,pli,,
646,BP-483,pli,,
647,BP-484,pli,,
648,BP-485,pli,,
649,BP-486,pli,,
650,BP-487,pli,,
651,BP-488,pli,,
652,BP-489,pli,,
653,BP-491,pli,,
654,BP-492,pli,,
655,BP-493,pli,,
656,BP-494,pli,,
657,BP-495,pli,,
658,BP-496,pli,,
659,BP-497,pli,,
660,BP-498,pli,,
661,BATHY-1707,pli,,
662,BATHY-1807,pli,,
663,BATHY-1808,pli,,
664,BATHY-1809,pli,,
665,BATHY-1908,pli,,
666,BATHY-1909,pli,,
667,BATHY-2008,pli,,
668,BATHY-2009,pli,,
669,BATHY-2108,pli,,
670,BATHY-2109,pli,,
671,BATHY-2208,pli,,
672,BATHY-2209,pli,,
673,BATHY-2308,pli,,
674,LPI-1608,pli,,
675,LPI-1608-01,pli,,
676,LPI-1608-02,pli,,
677,LPI-1608-08,pli,,
678,LPI-1608-09,pli,,
679,LPI-1609,pli,,
680,LPI-1707,pli,,
681,LPI-1707-09,pli,,
682,LPI-1707-10,pli,,
683,LPI-1707-11,pli,,
684,LPI-1707-12,pli,,
685,LPI-1708,pli,,
686,LPI-1708-01,pli,,
687,LPI-1708-03,pli,,
688,LPI-1708-06,pli,,
689,LPI-1709,pli,,
690,LPI-1709-01,pli,,
691,LPI-1709-02,pli,,
692,LPI-1807,pli,,
693,LPI-1807-01,pli,,
694,LPI-1807-02,pli,,
695,LPI-1807-03,pli,,
696,LPI-1807-04,pli,,
697,LPI-1807-05,pli,,
698,LPI-1807-06,pli,,
699,LPI-1808,pli,,
700,LPI-1809,pli,,
701,LPI-1910,pli,,
702,LPI-2010,pli,,
703,LPI-2011,pli,,
704,LPI-2012,pli,,
705,59K,pli,,KALIMANTAN
706,282K,pli,,KALIMANTAN
707,376K,pli,,NUSA TENGGARA TIMUR
708,PETA NKRI,pli,,
709,ENC 12 BULAN,enc,,
710,ENC 3 BULAN,enc,,
711,ENC 6 BULAN,enc,,
712,ENC 9 BULAN,enc,,
713,PAKET PASUT_ARUS_ALMANAK,buku,,
714,PAKET PASUT_ARUS_ALMANAK 2024,buku,,
715,PAKET PASUT_ARUS_ALMANAK 2025,buku,,
716,BPI,buku,,
717,BPI INDEX-1,buku,,
718,BPI INDEX-2,buku,,
719,KATALOG PETA LAUT,buku,,
720,KATALOG ENC,buku,,
721,KEPANDUAN BAHARI I,buku,,
722,KEPANDUAN BAHARI II,buku,,
723,KEPANDUAN BAHARI III,buku,,
724,KEPANDUAN BAHARI IV,buku,,
725,NAVIGASI ASTRONOMI,buku,,
726,DAERAH RANJAU,buku,,
727,INFORMASI PELABUHAN,buku,,
728,DAFTAR SUAR INDONESIA,buku,,
729,DAFTAR PELAMPUNG PERAMBUAN,buku,,
730,SISTEM PELAMPUNG A,buku,,
731,PETA CUACA,buku,,
732,PETA ARUS BARAT,buku,,
733,PETA ARUS TIMUR,buku,,
734,DAFTAR STASIUN RADIO PANTAI,buku,,
735,DAFTAR KERANGKA KAPAL,buku,,
736,DAFTAR TRACK DAN JARAK,buku,,
737,BUKU KABEL DAN PIPA,buku,,
738,TERBIT TERBENAM MATAHARI,buku,,
739,PETA PELAYARAN PEL KALBAR,buku,,
740,ALUR S.MAHAKAM-MUARA PEGAH,buku,,
741,INFORMASI ALUR PELAYARAN,buku,,
742,PETA ALUR PELAYARAN WIL 3,buku,,
